Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Virgil van Dijk,nlNED,DF,33,9,9,840,9.3,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
Mohamed Salah,egEGY,"FW,MF",32,9,9,806,9.0,3,4,7,2,1,2,0,0,0.33,0.45,0.78,0.22,0.67,Matches
Ryan Gravenberch,nlNED,MF,22,9,9,783,8.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Alexis Mac Allister,arARG,MF,25,8,7,674,7.5,2,0,2,2,0,0,5,0,0.27,0.00,0.27,0.27,0.27,Matches
Ibrahima Konaté,frFRA,DF,25,7,7,647,7.2,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
Dominik Szoboszlai,huHUN,MF,23,9,7,635,7.1,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
Luis Díaz,coCOL,"FW,MF",27,9,7,631,7.0,3,0,3,3,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
Trent Alexander-Arnold,engENG,DF,25,8,7,573,6.4,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
Alisson,brBRA,GK,31,6,6,570,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrew Robertson,sctSCO,DF,30,8,6,550,6.1,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches
Darwin Núñez,uyURU,FW,25,9,5,466,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.39,0.19,0.39,Matches
Kostas Tsimikas,grGRE,DF,28,6,5,443,4.9,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
Cody Gakpo,nlNED,"FW,MF",25,8,4,369,4.1,3,1,4,2,1,1,0,0,0.73,0.24,0.98,0.49,0.73,Matches
Caoimhín Kelleher,ieIRL,GK,25,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Curtis Jones,engENG,MF,23,8,4,351,3.9,0,2,2,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,Matches
Conor Bradley,nirNIR,DF,21,5,3,277,3.1,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches
Diogo Jota,ptPOR,FW,27,4,3,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jarell Quansah,engENG,DF,21,4,2,231,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harvey Elliott,engENG,MF,21,5,1,171,1.9,3,0,3,3,0,0,2,0,1.58,0.00,1.58,1.58,1.58,Matches
Wataru Endo,jpJPN,MF,31,6,1,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joe Gomez,engENG,DF,27,4,1,122,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Chiesa,itITA,FW,26,3,1,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James McConnell,engENG,MF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jayden Danns,engENG,FW,18,1,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Tyler Morton,engENG,MF,21,1,0,39,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Trey Nyoni,engENG,MF,17,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amara Nallo,engENG,DF,17,1,0,4,0.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
Harvey Davies,engENG,GK,20,0,0,,,,,,,,,,,,,,,,Matches
Trent Doherty,ieIRL,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Vitezslav Jaros,czCZE,GK,23,0,0,,,,,,,,,,,,,,,,Matches
Isaac Mabaya,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Kieran Morrison,nirNIR,MF,17,0,0,,,,,,,,,,,,,,,,Matches
James Norris,engENG,"DF,MF",21,0,0,,,,,,,,,,,,,,,,Matches
