Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Jarell Quansah,engENG,DF,21,6,5,392,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Cody Gakpo,nlNED,"MF,FW",25,6,5,386,4.3,5,1,6,5,0,0,0,0,1.17,0.23,1.40,1.17,1.40,Matches
Curtis Jones,engENG,"MF,FW",23,5,4,375,4.2,0,1,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,Matches
Caoimhín Kelleher,ieIRL,GK,25,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Conor Bradley,nirNIR,DF,21,4,4,329,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches
Darwin Núñez,uyURU,FW,25,6,3,336,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.54,0.27,0.54,Matches
Mohamed Salah,egEGY,MF,32,5,3,313,3.5,2,1,3,1,1,1,0,0,0.58,0.29,0.86,0.29,0.58,Matches
Wataru Endo,jpJPN,"MF,DF",31,4,3,295,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Alexis Mac Allister,arARG,MF,25,6,3,285,3.2,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches
Andrew Robertson,sctSCO,DF,30,4,3,279,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Virgil van Dijk,nlNED,DF,33,3,3,266,3.0,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
Ryan Gravenberch,nlNED,MF,22,3,3,253,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Dominik Szoboszlai,huHUN,"MF,FW",23,3,3,250,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches
Joe Gomez,engENG,DF,27,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Diogo Jota,ptPOR,"FW,MF",27,5,3,220,2.4,2,0,2,2,0,0,0,0,0.82,0.00,0.82,0.82,0.82,Matches
Kostas Tsimikas,grGRE,DF,28,3,2,216,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Luis Díaz,coCOL,MF,27,4,2,203,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches
Tyler Morton,engENG,MF,21,3,2,162,1.8,0,1,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,Matches
Ibrahima Konaté,frFRA,DF,25,4,2,158,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Chiesa,itITA,MF,26,3,1,120,1.3,1,1,2,1,0,0,1,0,0.75,0.75,1.50,0.75,1.50,Matches
Harvey Elliott,engENG,FW,21,3,1,116,1.3,1,1,2,1,0,0,1,0,0.78,0.78,1.55,0.78,1.55,Matches
Trey Nyoni,engENG,MF,17,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alisson,brBRA,GK,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitezslav Jaros,czCZE,GK,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Trent Alexander-Arnold,engENG,DF,25,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James McConnell,engENG,MF,19,1,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jayden Danns,engENG,FW,18,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amara Nallo,engENG,DF,17,0,0,,,,,,,,,,,,,,,,Matches
Rio Ngumoha,engENG,FW,15,0,0,,,,,,,,,,,,,,,,Matches
James Norris,engENG,"DF,MF",21,0,0,,,,,,,,,,,,,,,,Matches
Ranel Young,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
